Year,Sports,Country,individual,team,ind_total,team_total,total,ind_ratio,team_ratio
1998,Skiing,Japan,4,1,87,12,99,0.05,0.08
1998,Skiing,Kazakhstan,1,,87,12,99,0.01,0
1998,Skiing,Norway,15,3,87,12,99,0.17,0.25
1998,Skiing,Russia,8,1,87,12,99,0.09,0.08
1998,Skiing,Sweden,2,,87,12,99,0.02,0
1998,Skiing,Switzerland,5,,87,12,99,0.06,0
1998,Skiing,United States,6,,87,12,99,0.07,0
2002,Biathlon,Austria,1,,18,6,24,0.06,0
2002,Biathlon,Bulgaria,1,,18,6,24,0.06,0
2002,Biathlon,France,1,1,18,6,24,0.06,0.17
2002,Biathlon,Germany,7,2,18,6,24,0.39,0.33
2002,Biathlon,Norway,4,2,18,6,24,0.22,0.33
2002,Biathlon,Russia,2,1,18,6,24,0.11,0.17
2002,Biathlon,Sweden,2,,18,6,24,0.11,0
2002,Bobsleigh,Austria,1,,6,9,15,0.17,0
2002,Bobsleigh,Germany,,4,6,9,15,0,0.44
2002,Bobsleigh,Switzerland,1,2,6,9,15,0.17,0.22
2002,Bobsleigh,United Kingdom,1,,6,9,15,0.17,0
2002,Bobsleigh,United States,3,3,6,9,15,0.5,0.33
2002,Curling,Canada,,2,,6,6,0,0.33
2002,Curling,Norway,,1,,6,6,0,0.17
2002,Curling,Switzerland,,2,,6,6,0,0.33
2002,Curling,United Kingdom,,1,,6,6,0,0.17
2002,Ice Hockey,Canada,,2,,6,6,0,0.33
2002,Ice Hockey,Russia,,1,,6,6,0,0.17
2002,Ice Hockey,Sweden,,1,,6,6,0,0.17
2002,Ice Hockey,United States,,2,,6,6,0,0.33
2002,Luge,Austria,1,,6,3,9,0.17,0
2002,Luge,Germany,4,1,6,3,9,0.67,0.33
2002,Luge,Italy,1,,6,3,9,0.17,0
2002,Luge,United States,,2,6,3,9,0,0.67
2002,Skating,Australia,1,,54,12,66,0.02,0
2002,Skating,Bulgaria,2,,54,12,66,0.04,0
2002,Skating,Canada,7,3,54,12,66,0.13,0.25
2002,Skating,China,5,3,54,12,66,0.09,0.25
2002,Skating,France,,1,54,12,66,0,0.08
2002,Skating,Germany,8,,54,12,66,0.15,0
2002,Skating,Italy,,2,54,12,66,0,0.17
2002,Skating,Japan,1,,54,12,66,0.02,0
2002,Skating,"Korea, South",3,1,54,12,66,0.06,0.08
2002,Skating,Netherlands,8,,54,12,66,0.15,0
2002,Skating,Norway,2,,54,12,66,0.04,0
2002,Skating,Russia,3,2,54,12,66,0.06,0.17
2002,Skating,United States,14,,54,12,66,0.26,0
2002,Skiing,Australia,1,,96,12,108,0.01,0
2002,Skiing,Austria,13,1,96,12,108,0.14,0.08
2002,Skiing,Belarus,1,,96,12,108,0.01,0
2002,Skiing,Canada,3,,96,12,108,0.03,0
2002,Skiing,Croatia,4,,96,12,108,0.04,0
2002,Skiing,Czech Republic,3,,96,12,108,0.03,0
2002,Skiing,Estonia,3,,96,12,108,0.03,0
2002,Skiing,Finland,5,2,96,12,108,0.05,0.17
2002,Skiing,France,8,,96,12,108,0.08,0
2002,Skiing,Germany,6,4,96,12,108,0.06,0.33
2002,Skiing,Italy,9,1,96,12,108,0.09,0.08
2002,Skiing,Japan,1,,96,12,108,0.01,0
2002,Skiing,Norway,14,2,96,12,108,0.15,0.17
2002,Skiing,Poland,2,,96,12,108,0.02,0
2002,Skiing,Russia,4,,96,12,108,0.04,0
2002,Skiing,Slovenia,,1,96,12,108,0,0.08
2002,Skiing,Sweden,4,,96,12,108,0.04,0
2002,Skiing,Switzerland,5,1,96,12,108,0.05,0.08
2002,Skiing,United States,10,,96,12,108,0.1,0
2006,Biathlon,France,2,2,24,6,30,0.08,0.33
2006,Biathlon,Germany,9,2,24,6,30,0.38,0.33
2006,Biathlon,Norway,6,,24,6,30,0.25,0
2006,Biathlon,Poland,1,,24,6,30,0.04,0
2006,Biathlon,Russia,3,2,24,6,30,0.13,0.33
2006,Biathlon,Sweden,2,,24,6,30,0.08,0
2006,Biathlon,Ukraine,1,,24,6,30,0.04,0
2006,Bobsleigh,Canada,3,1,6,9,15,0.5,0.11
2006,Bobsleigh,Germany,,3,6,9,15,0,0.33
2006,Bobsleigh,Italy,,1,6,9,15,0,0.11
2006,Bobsleigh,Russia,,1,6,9,15,0,0.11
2006,Bobsleigh,Switzerland,2,2,6,9,15,0.33,0.22
2006,Bobsleigh,United Kingdom,1,,6,9,15,0.17,0
2006,Bobsleigh,United States,,1,6,9,15,0,0.11
2006,Curling,Canada,,2,,6,6,0,0.33
2006,Curling,Finland,,1,,6,6,0,0.17
2006,Curling,Sweden,,1,,6,6,0,0.17
2006,Curling,Switzerland,,1,,6,6,0,0.17
2006,Curling,United States,,1,,6,6,0,0.17
2006,Ice Hockey,Canada,,1,,6,6,0,0.17
2006,Ice Hockey,Czech Republic,,1,,6,6,0,0.17
2006,Ice Hockey,Finland,,1,,6,6,0,0.17
2006,Ice Hockey,Sweden,,2,,6,6,0,0.33
2006,Ice Hockey,United States,,1,,6,6,0,0.17
2006,Luge,Austria,,1,6,3,9,0,0.33
2006,Luge,Germany,3,1,6,3,9,0.5,0.33
2006,Luge,Italy,1,1,6,3,9,0.17,0.33
2006,Luge,Latvia,1,,6,3,9,0.17,0
2006,Luge,Russia,1,,6,3,9,0.17,0
2006,Skating,Bulgaria,1,,54,18,72,0.02,0
2006,Skating,Canada,9,4,54,18,72,0.17,0.22
2006,Skating,China,7,2,54,18,72,0.13,0.11
2006,Skating,Germany,2,1,54,18,72,0.04,0.06
2006,Skating,Italy,2,2,54,18,72,0.04,0.11
2006,Skating,Japan,1,,54,18,72,0.02,0
2006,Skating,"Korea, South",9,2,54,18,72,0.17,0.11
2006,Skating,Netherlands,8,1,54,18,72,0.15,0.06
2006,Skating,Russia,4,3,54,18,72,0.07,0.17
2006,Skating,Switzerland,1,,54,18,72,0.02,0
2006,Skating,Ukraine,,1,54,18,72,0,0.06
2006,Skating,United States,10,2,54,18,72,0.19,0.11
2006,Skiing,Australia,2,,96,18,114,0.02,0
2006,Skiing,Austria,20,2,96,18,114,0.21,0.11
2006,Skiing,Belarus,1,,96,18,114,0.01,0
2006,Skiing,Canada,3,1,96,18,114,0.03,0.06
2006,Skiing,China,2,,96,18,114,0.02,0
2006,Skiing,Croatia,3,,96,18,114,0.03,0
2006,Skiing,Czech Republic,3,,96,18,114,0.03,0
2006,Skiing,Estonia,3,,96,18,114,0.03,0
2006,Skiing,Finland,4,3,96,18,114,0.04,0.17
2006,Skiing,France,5,,96,18,114,0.05,0
2006,Skiing,Germany,5,3,96,18,114,0.05,0.17
2006,Skiing,Italy,2,2,96,18,114,0.02,0.11
2006,Skiing,Norway,11,2,96,18,114,0.11,0.11
2006,Skiing,Poland,1,,96,18,114,0.01,0
2006,Skiing,Russia,6,2,96,18,114,0.06,0.11
2006,Skiing,Slovakia,1,,96,18,114,0.01,0
2006,Skiing,Sweden,6,3,96,18,114,0.06,0.17
2006,Skiing,Switzerland,8,,96,18,114,0.08,0
2006,Skiing,United States,10,,96,18,114,0.1,0
